,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
5446,NSP,Non,Non,Non,0.73882,5447,Mahdia,Sidi Alouane
5447,Non,Non,Non,Non,0.74252,5448,Mahdia,Essouassi
5448,Oui,"Oui, une voiture personelle",Non,Oui,0.73882,5449,Mahdia,Bou Merdès
5449,Oui,Non,Non,Non,0.84688,5450,Mahdia,Melloulech
5450,Non,Non,Non,Non,0.84688,5451,Mahdia,Ouled Chamekh
5451,Non,"Oui, une voiture personelle",Non,Non,0.95818,5452,Mahdia,Mahdia
5452,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5453,Mahdia,Mahdia
5453,Non,Non,Non,Non,0.73882,5454,Mahdia,Ouled Chamekh
5454,Non,Non,Oui,Non,0.73882,5455,Mahdia,Sidi Alouane
5455,NSP,"Oui, une voiture de fonction",Non,Non,0.73882,5456,Mahdia,Hebira
5456,Non,Non,Non,Non,0.73882,5457,Mahdia,Chebba
5457,Non,Non,Non,Non,1.22674,5458,Mahdia,Essouassi
5458,Non,Non,Non,Non,0.74687,5459,Mahdia,Ksour Essef
5459,Non,Non,Non,Non,0.79114,5460,Mahdia,Chebba
5460,Non,Non,Non,Non,0.73882,5461,Mahdia,Chebba
5461,NSP,Non,Non,Non,0.95818,5462,Mahdia,El Djem
5462,Non,Non,Non,Non,0.84688,5463,Mahdia,Mahdia
5463,Non,"Oui, une voiture personelle",Non,Non,0.84688,5464,Mahdia,Bou Merdès
5464,Non,"Oui, une voiture personelle",Non,Non,0.87161,5465,Mahdia,Sidi Alouane
5465,Non,Non,Non,Non,0.73882,5466,Mahdia,Essouassi
5466,Non,Non,Non,Non,0.74687,5467,Mahdia,Ouled Chamekh
5467,Non,Non,Non,Non,0.95818,5468,Mahdia,Ouled Chamekh
5468,Non,"Oui, une voiture personelle",Non,Non,0.95818,5469,Mahdia,Chebba
5469,Non,Non,Non,Non,0.87161,5470,Mahdia,Essouassi
5470,NSP,Non,Non,Non,0.79114,5471,Mahdia,Essouassi
5471,Non,Non,Non,Non,0.95818,5472,Mahdia,Mahdia
5472,NSP,"Oui, une voiture personelle",Oui,NSP,0.73882,5473,Mahdia,Mahdia
5473,NSP,Non,Non,Non,0.79114,5474,Mahdia,Ksour Essef
5474,NSP,Non,Non,NSP,0.73882,5475,Mahdia,Sidi Alouane
5475,NSP,Non,Non,Non,0.79114,5476,Mahdia,Ouled Chamekh
5476,Non,Non,Non,Non,1.22674,5477,Mahdia,Bou Merdès
5477,Non,Non,Non,Non,0.73882,5478,Mahdia,Bou Merdès
5478,Oui,"Oui, une voiture personelle",Oui,Non,0.74687,5479,Mahdia,Ksour Essef
5479,Non,Non,Non,Non,0.84688,5480,Mahdia,Mahdia
5480,NSP,Non,Non,Non,1.22674,5481,Mahdia,El Djem
5481,Non,Non,Non,Non,0.73882,5482,Mahdia,Ksour Essef
5482,Non,"Oui, une voiture personelle",Non,Non,0.73882,5483,Mahdia,Chorbane
5483,Oui,"Oui, une voiture personelle",Non,Non,0.73882,5484,Mahdia,Ksour Essef
5484,Non,"Oui, une voiture personelle",Non,Non,0.87161,5485,Mahdia,Chebba
5485,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5486,Mahdia,Ouled Chamekh
5486,Non,Non,Oui,Non,0.87161,5487,Mahdia,Chebba
5487,Non,Non,Non,Non,0.79114,5488,Mahdia,Essouassi
5488,NSP,Non,Non,Non,0.79114,5489,Mahdia,Bou Merdès
5489,NSP,Non,Non,Non,0.79114,5490,Mahdia,Chorbane
5490,Non,"Oui, une voiture personelle",Non,Oui,1.22674,5491,Mahdia,Ksour Essef
5491,Non,Non,Non,Non,0.95818,5492,Mahdia,Mahdia
5492,Non,Non,Non,Non,0.73882,5493,Mahdia,Bou Merdès
5493,Non,Non,Non,Non,1.22674,5494,Mahdia,Essouassi
5494,Non,Non,Non,Non,0.84688,5495,Mahdia,Sidi Alouane
5495,NSP,"Oui, une voiture personelle",Non,Non,0.74687,5496,Mahdia,Mahdia
5496,Non,Non,Non,Non,0.73882,5497,Mahdia,Ksour Essef
5497,Non,"Oui, une voiture personelle",Non,Non,0.87161,5498,Mahdia,Mahdia
5498,Non,"Oui, une voiture personelle",Non,Non,0.87161,5499,Mahdia,Chebba
5499,Non,Non,Non,Non,1.22674,5500,Mahdia,Mahdia
5500,NSP,"Oui, une voiture personelle",Non,Oui,0.79114,5501,Mahdia,Mahdia
5501,Non,Non,Non,Non,0.74687,5502,Mahdia,Ksour Essef
5502,Non,Non,Non,Non,0.87161,5503,Mahdia,Ksour Essef
5503,Non,"Oui, une voiture personelle",Non,Non,0.79114,5504,Mahdia,Ksour Essef
5504,Non,Non,Non,Non,1.22674,5505,Mahdia,Essouassi
5505,Non,Non,Non,Non,0.74252,5506,Mahdia,El Djem
5506,Non,Non,Non,Non,1.22674,5507,Mahdia,Bou Merdès
5507,Non,Non,Non,Non,0.74687,5508,Mahdia,Ksour Essef
5508,Non,Non,Non,Non,0.79114,5509,Mahdia,Mahdia
5509,NSP,Non,Non,Non,0.95818,5510,Mahdia,Chorbane
5510,NSP,Non,Non,Non,0.79114,5511,Mahdia,Sidi Alouane
5511,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5512,Mahdia,Chebba
5512,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5513,Mahdia,Melloulech
5513,Non,Non,Oui,Non,0.87161,5514,Mahdia,Bou Merdès
5514,Non,Non,Non,Non,0.84688,5515,Mahdia,Mahdia
5515,Non,"Oui, une voiture personelle",Non,Non,0.73882,5516,Mahdia,Mahdia
5516,NSP,Non,Non,Non,0.73882,5517,Mahdia,Bou Merdès
5517,Oui,"Oui, une voiture personelle",Non,Non,0.87161,5518,Mahdia,Ouled Chamekh
5518,Non,Non,Non,Non,0.74252,5519,Mahdia,Ksour Essef
5519,Non,Non,Non,Non,0.73882,5520,Mahdia,Chorbane
5520,Non,"Oui, une voiture personelle",Non,Non,0.73882,5521,Mahdia,Ouled Chamekh
5521,NSP,Non,Non,Non,0.79114,5522,Mahdia,Mahdia
5522,Non,Non,Non,Non,0.73882,5523,Mahdia,Essouassi
5523,Non,"Oui, une voiture personelle",Non,Non,0.74252,5524,Mahdia,Ksour Essef
5524,Non,Non,Non,Non,0.87161,5525,Mahdia,Bou Merdès
5525,Non,Non,Non,Non,1.22674,5526,Mahdia,Melloulech
5526,Non,Non,Non,Non,0.73882,5527,Mahdia,Ouled Chamekh
5527,Non,Non,Non,Non,1.22674,5528,Mahdia,Mahdia
5528,Non,Non,Non,Non,0.73882,5529,Mahdia,El Djem
5529,Non,"Oui, une voiture personelle",Non,Non,0.84688,5530,Mahdia,Melloulech
5530,Non,Non,Non,Non,0.87161,5531,Mahdia,Mahdia
5531,Non,Non,Non,Non,0.73882,5532,Mahdia,Mahdia
5532,Non,Non,Non,Non,0.73882,5533,Mahdia,Chebba
5533,Non,"Oui, une voiture personelle",Non,Non,0.74687,5534,Mahdia,Chebba
5534,NSP,Non,Non,Non,1.22674,5535,Mahdia,Chebba
5535,Non,Non,Non,Non,0.74252,5536,Mahdia,Mahdia
5536,Non,Non,Non,Non,0.87161,5537,Mahdia,Chorbane
5537,Non,Non,Non,Non,0.87161,5538,Mahdia,Mahdia
5538,Non,Non,Non,Non,0.74687,5539,Mahdia,Bou Merdès
5539,Non,Non,Non,NSP,0.73882,5540,Mahdia,Mahdia
5540,Non,Non,Non,Non,0.79114,5541,Mahdia,Chorbane
5541,Non,Non,Non,Non,0.79114,5542,Mahdia,Chebba
5542,Non,Non,Non,Non,0.87161,5543,Mahdia,Sidi Alouane
5543,NSP,"Oui, une voiture de fonction",Non,Non,0.73882,5544,Mahdia,Mahdia
5544,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5545,Mahdia,El Djem
5545,Non,Non,Non,Non,0.79114,5546,Mahdia,El Djem
5546,Non,"Oui, une voiture personelle",Non,Non,0.73882,5547,Mahdia,Essouassi
5547,Non,"Oui, une voiture personelle",Non,Non,0.74687,5548,Mahdia,Essouassi
5548,Non,Non,Non,Non,1.22674,5549,Mahdia,Sidi Alouane
5549,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5550,Mahdia,Melloulech
5550,Non,"Oui, une voiture de fonction",Non,Non,1.22674,5551,Mahdia,Melloulech
5551,Non,Non,Non,Non,0.74252,5552,Mahdia,Mahdia
5552,Non,Non,Non,Non,0.74687,5553,Mahdia,Hebira
5553,Oui,"Oui, une voiture personelle",Non,Non,0.73882,5554,Mahdia,Hebira
5554,Non,Non,Non,Non,0.74252,5555,Mahdia,Essouassi
5555,Non,Non,Non,Non,0.74252,5556,Mahdia,Mahdia
5556,Non,Non,Non,Non,0.95818,5557,Mahdia,Mahdia
5557,Non,Non,Non,Non,0.74252,5558,Mahdia,El Djem
5558,Non,"Oui, une voiture de fonction",Non,Non,0.79114,5559,Mahdia,Mahdia
5559,Non,"Oui, une voiture personelle",Non,Non,0.84688,5560,Mahdia,Bou Merdès
5560,Non,"Oui, une voiture personelle",Non,Non,0.73882,5561,Mahdia,Chorbane
5561,Non,Non,Non,Non,0.74252,5562,Mahdia,Chorbane
5562,Non,"Oui, une voiture personelle",Non,Non,0.74252,5563,Mahdia,Melloulech
5563,Non,"Oui, une voiture personelle",Non,Non,1.22674,5564,Mahdia,Chorbane
5564,Non,Non,Non,Non,0.95818,5565,Mahdia,Ksour Essef
5565,Non,"Oui, une voiture personelle",Non,Non,0.73882,5566,Mahdia,Ksour Essef
5566,Non,"Oui, une voiture personelle",Non,Non,0.95818,5567,Mahdia,Melloulech
5567,Non,Non,Non,Non,0.79114,5568,Mahdia,Mahdia
5568,Non,Non,Non,Non,0.74687,5569,Mahdia,El Djem
5569,Non,Non,Non,Non,0.87161,5570,Mahdia,Mahdia
5570,NSP,"Oui, une voiture personelle",Non,Non,0.73882,5571,Mahdia,El Djem
5571,Non,"Oui, une voiture personelle",Non,Non,0.79114,5572,Mahdia,Ouled Chamekh
5572,Non,Non,Non,Non,0.95818,5573,Mahdia,Ksour Essef
5573,Non,"Oui, une voiture personelle",Non,Non,0.74687,5574,Mahdia,Chebba
5574,Non,Non,Non,Non,0.84688,5575,Mahdia,Mahdia
5575,Non,Non,Non,Non,0.74687,5576,Mahdia,Chorbane
5576,Non,Non,Non,Non,0.74252,5577,Mahdia,Mahdia
5577,Non,Non,Non,Non,0.95818,5578,Mahdia,El Djem
5578,Non,Non,Non,Non,0.95818,5579,Mahdia,Mahdia
5579,Non,"Oui, une voiture personelle",Non,Non,0.79114,5580,Mahdia,Bou Merdès
5580,Non,"Oui, une voiture de fonction",Non,Non,0.87161,5581,Mahdia,Bou Merdès
5581,Non,Non,Non,Non,0.79114,5582,Mahdia,Ksour Essef
5582,Non,"Oui, une voiture personelle",Non,Non,0.87161,5583,Mahdia,Mahdia
5583,Non,Non,Non,Non,0.74252,5584,Mahdia,Essouassi
5584,Non,"Oui, une voiture personelle",Non,Non,0.87161,5585,Mahdia,Bou Merdès
5585,NSP,Non,Non,Non,0.73882,5586,Mahdia,Ksour Essef
5586,Non,Non,Non,Non,0.79114,5587,Mahdia,Sidi Alouane
5587,Non,"Oui, une voiture personelle",Non,Non,0.73882,5588,Mahdia,Melloulech
5588,Non,Non,Non,Non,1.22674,5589,Mahdia,Ouled Chamekh
5589,Non,"Oui, une voiture personelle",Non,Non,0.74687,5590,Mahdia,Ksour Essef
5590,Non,Non,Non,Non,0.74687,5591,Mahdia,Ouled Chamekh
5591,Non,Non,Non,Non,0.73882,5592,Mahdia,Bou Merdès
5592,Non,Non,Non,Non,0.95818,5593,Mahdia,Chebba
5593,Non,"Oui, une voiture personelle",Non,Non,0.74687,5594,Mahdia,Ksour Essef
5594,Non,"Oui, une voiture personelle",Non,Non,1.22674,5595,Mahdia,Mahdia
5595,Non,Non,Non,Non,0.95818,5596,Mahdia,Ksour Essef
5596,Non,"Oui, une voiture personelle",Non,Non,1.22674,5597,Mahdia,Mahdia
5597,NSP,Non,Non,NSP,1.22674,5598,Mahdia,Mahdia
5598,Non,Non,Non,Non,0.74687,5599,Mahdia,Melloulech
5599,Non,Non,Non,Non,0.87161,5600,Mahdia,Essouassi
5600,Non,"Oui, une voiture personelle",Non,Non,0.73882,5601,Mahdia,Mahdia
5601,Non,Non,Non,Non,0.87161,5602,Mahdia,Essouassi
5602,Non,Non,Non,Non,1.06089,5603,Kairouan,Kairouan Sud
5603,Non,Non,Non,Non,1.28948,5604,Kairouan,Sbikha
5604,Non,"Oui, une voiture personelle",Non,Non,1.06089,5605,Kairouan,El Alâa
5605,Non,Non,Non,Non,1.13129,5606,Kairouan,Bouhajla
5606,Non,Non,Non,Non,1.06089,5607,Kairouan,Hajeb el Ayoun
5607,Non,"Oui, une voiture personelle",Non,Non,1.12917,5608,Kairouan,Kairouan Sud
5608,Oui,"Oui, une voiture de fonction",Non,Non,1.06089,5609,Kairouan,Sbikha
5609,NSP,Non,Non,Non,1.13129,5610,Kairouan,Haffouz
5610,Non,Non,Non,Non,1.12917,5611,Kairouan,Kairouan Sud
5611,Oui,Non,Non,Non,1.13129,5612,Kairouan,Hajeb el Ayoun
5612,Non,Non,Non,Non,1.12917,5613,Kairouan,Kairouan Nord
5613,Non,Non,Non,Non,1.12647,5614,Kairouan,Hajeb el Ayoun
5614,Non,"Oui, une voiture personelle",Non,Non,1.12917,5615,Kairouan,Bouhajla
5615,NSP,Non,Non,Non,1.13129,5616,Kairouan,Kairouan Nord
5616,Non,"Oui, une voiture personelle",Non,Non,1.06089,5617,Kairouan,El Alâa
5617,Oui,Non,Non,Non,1.06089,5618,Kairouan,EL Ouslatia
5618,Oui,"Oui, une voiture personelle",Non,Non,1.06089,5619,Kairouan,EL Ouslatia
5619,Non,"Oui, une voiture personelle",Non,Non,1.13129,5620,Kairouan,Bouhajla
5620,NSP,"Oui, une voiture personelle",Non,Non,1.06089,5621,Kairouan,Hajeb el Ayoun
5621,Non,Non,Non,Non,1.06089,5622,Kairouan,Bouhajla
5622,Non,Non,Non,Non,1.12917,5623,Kairouan,Bouhajla
5623,Non,"Oui, une voiture personelle",Non,Non,1.06089,5624,Kairouan,Haffouz
5624,Non,Non,Non,Non,1.20837,5625,Kairouan,Hajeb el Ayoun
5625,Non,Non,Non,Non,1.06089,5626,Kairouan,Kairouan Nord
5626,Oui,Non,Non,Non,1.06089,5627,Kairouan,Hajeb el Ayoun
5627,Non,Non,Non,Non,1.06089,5628,Kairouan,Kairouan Nord
5628,Non,Non,Non,Non,1.12917,5629,Kairouan,Kairouan Nord
5629,Non,"Oui, une voiture personelle",Non,Non,1.13129,5630,Kairouan,Bouhajla
5630,Non,Non,Non,Non,1.11356,5631,Kairouan,Nasrallah
5631,Non,Non,Non,Non,1.11356,5632,Kairouan,Kairouan Nord
5632,Non,"Oui, une voiture personelle",Non,Non,1.06089,5633,Kairouan,Kairouan Sud
5633,Non,Non,Non,Non,1.13129,5634,Kairouan,El Alâa
5634,Non,Non,Non,Non,1.06089,5635,Kairouan,Haffouz
5635,Non,Non,Non,Non,1.13129,5636,Kairouan,Echebika
5636,Non,Non,Non,Non,1.13129,5637,Kairouan,Kairouan Sud
5637,Non,Non,Non,Non,1.44394,5638,Kairouan,Kairouan Nord
5638,Non,Non,Non,Non,1.11356,5639,Kairouan,Kairouan Sud
5639,Non,Non,Non,Non,1.44394,5640,Kairouan,EL Ouslatia
5640,Non,Non,Non,Non,1.12917,5641,Kairouan,Bouhajla
5641,Non,Non,Non,Non,1.12647,5642,Kairouan,EL Ouslatia
5642,Non,Non,Non,Non,1.12917,5643,Kairouan,Sbikha
5643,Non,Non,Non,Non,1.06089,5644,Kairouan,Bouhajla
5644,NSP,"Oui, une voiture de fonction",Non,Non,1.06089,5645,Kairouan,Bouhajla
5645,Non,Non,Non,Non,1.12647,5646,Kairouan,El Alâa
5646,Oui,"Oui, une voiture personelle",Non,Non,1.06089,5647,Kairouan,Kairouan Nord
5647,Non,Non,Non,Non,1.06089,5648,Kairouan,Kairouan Sud
5648,Non,Non,Non,Non,1.12917,5649,Kairouan,Bouhajla
5649,Non,"Oui, une voiture personelle",Non,Non,1.13129,5650,Kairouan,Hajeb el Ayoun
5650,Non,"Oui, une voiture personelle",Non,Non,1.12647,5651,Kairouan,Bouhajla
5651,Non,"Oui, une voiture personelle",Non,Non,1.11356,5652,Kairouan,Kairouan Sud
5652,NSP,Non,Non,Non,1.06089,5653,Kairouan,Sbikha
5653,Non,Non,Non,Non,1.12917,5654,Kairouan,Kairouan Nord
5654,Non,Non,Non,Non,1.13129,5655,Kairouan,Kairouan Nord
5655,Non,"Oui, une voiture personelle",Non,Oui,1.12647,5656,Kairouan,Kairouan Nord
5656,Oui,"Oui, une voiture personelle",Oui,Non,1.06089,5657,Kairouan,Kairouan Nord
5657,Non,"Oui, une voiture personelle",Non,Non,1.20837,5658,Kairouan,Echebika
5658,NSP,Non,Non,Non,1.44394,5659,Kairouan,Echrarda
5659,Non,Non,Non,Non,1.12917,5660,Kairouan,Hajeb el Ayoun
5660,Non,Non,Non,Non,1.13129,5661,Kairouan,Echrarda
5661,Non,Non,Non,Non,1.06089,5662,Kairouan,Echrarda
5662,Non,Non,Non,Non,1.12917,5663,Kairouan,Kairouan Sud
5663,Non,Non,Non,Non,1.11356,5664,Kairouan,Kairouan Sud
5664,NSP,Non,Non,Non,1.13129,5665,Kairouan,Kairouan Sud
5665,Non,"Oui, une voiture personelle",Non,Non,1.13129,5666,Kairouan,Hajeb el Ayoun
5666,Non,Non,Non,Non,1.11356,5667,Kairouan,EL Ouslatia
5667,Non,Non,Non,Non,1.06089,5668,Kairouan,Sbikha
5668,Non,Non,Non,Oui,1.11356,5669,Kairouan,Nasrallah
5669,Non,Non,Non,Non,1.13129,5670,Kairouan,Nasrallah
5670,Non,Non,Non,Non,1.13129,5671,Kairouan,Haffouz
5671,Non,Non,Non,Non,1.06089,5672,Kairouan,Echrarda
5672,Non,"Oui, une voiture personelle",Non,Non,1.06089,5673,Kairouan,El Alâa
5673,Non,Non,Non,Non,1.12647,5674,Kairouan,Kairouan Nord
5674,Non,Non,Non,Non,1.20837,5675,Kairouan,Sbikha
5675,Non,"Oui, une voiture personelle",Non,Non,1.11356,5676,Kairouan,El Alâa
5676,NSP,Non,Non,Non,1.13129,5677,Kairouan,Kairouan Nord
5677,Non,Non,Non,Non,1.12917,5678,Kairouan,Sbikha
5678,NSP,"Oui, une voiture personelle",Non,Non,1.06089,5679,Kairouan,Sbikha
5679,Non,"Oui, une voiture personelle",Non,Non,1.11356,5680,Kairouan,Bouhajla
5680,Non,Non,Non,Non,1.06089,5681,Kairouan,Bouhajla
5681,Non,Non,Non,Non,1.12917,5682,Kairouan,EL Ouslatia
5682,Non,Non,Non,Non,1.12917,5683,Kairouan,Kairouan Nord
5683,Non,"Oui, une voiture personelle",Non,Non,1.13129,5684,Kairouan,Haffouz
5684,Non,Non,Non,Non,1.06089,5685,Kairouan,Kairouan Sud
5685,Non,Non,Non,Non,1.20837,5686,Kairouan,Kairouan Sud
5686,Non,Non,Non,Non,1.12647,5687,Kairouan,Haffouz
5687,Non,Non,Non,Non,1.20837,5688,Kairouan,Hajeb el Ayoun
5688,Non,Non,Non,Non,1.12647,5689,Kairouan,Sbikha
5689,Non,Non,Non,Non,1.28948,5690,Kairouan,Sbikha
5690,Non,Non,Non,Non,1.06089,5691,Kairouan,Haffouz
5691,Non,Non,Non,Non,1.28948,5692,Kairouan,EL Ouslatia
5692,Non,Non,Non,Non,1.12917,5693,Kairouan,Bouhajla
5693,Non,Non,Non,Non,1.11356,5694,Kairouan,Echebika
5694,Non,Non,Non,Non,1.28948,5695,Kairouan,Sbikha
5695,Non,Non,Non,Non,1.11356,5696,Kairouan,EL Ouslatia
5696,Non,Non,Non,Non,1.13129,5697,Kairouan,Echebika
5697,Non,Non,Non,Non,1.13129,5698,Kairouan,Echrarda
5698,Non,"Oui, une voiture personelle",Non,Non,1.20837,5699,Kairouan,Bouhajla
5699,Non,Non,Non,Non,1.12917,5700,Kairouan,Bouhajla
5700,Non,Non,Non,Non,1.20837,5701,Kairouan,El Alâa
5701,NSP,"Oui, une voiture de fonction",Non,Non,1.13129,5702,Kairouan,Kairouan Nord
5702,Oui,"Oui, une voiture personelle",Non,Non,1.13129,5703,Kairouan,Kairouan Sud
5703,Non,Non,Non,Non,1.06089,5704,Kairouan,Bouhajla
5704,NSP,"Oui, une voiture personelle",Non,Non,1.13129,5705,Kairouan,Kairouan Nord
5705,Non,Non,Non,Non,1.44394,5706,Kairouan,Kairouan Sud
5706,Non,Non,Non,Non,1.28948,5707,Kairouan,Hajeb el Ayoun
5707,Non,"Oui, une voiture personelle",Non,Non,1.06089,5708,Kairouan,Kairouan Nord
5708,Non,"Oui, une voiture personelle",Non,Non,1.20837,5709,Kairouan,Bouhajla
5709,NSP,Non,Non,Non,1.13129,5710,Kairouan,Kairouan Sud
5710,NSP,Non,Non,Non,1.06089,5711,Kairouan,Sbikha
5711,Non,Non,Non,Non,1.06089,5712,Kairouan,Haffouz
5712,Non,Non,Non,Non,1.06089,5713,Kairouan,Nasrallah
5713,Non,Non,Non,Non,1.06089,5714,Kairouan,EL Ouslatia
5714,Non,Non,Non,Non,1.28948,5715,Kairouan,Kairouan Nord
5715,Non,Non,Non,Non,1.12917,5716,Kairouan,Bouhajla
5716,Non,Non,Non,Non,1.28948,5717,Kairouan,Echrarda
5717,Non,Non,Non,Non,1.12647,5718,Kairouan,Sbikha
5718,Non,Non,Non,Non,1.11356,5719,Kairouan,Kairouan Sud
5719,Non,Non,Non,Non,1.06089,5720,Kairouan,Nasrallah
5720,Non,Non,Non,Non,1.13129,5721,Kairouan,Kairouan Sud
5721,Oui,"Oui, une voiture personelle",Oui,Non,1.20837,5722,Kairouan,Kairouan Sud
5722,Non,"Oui, une voiture personelle",Oui,Non,1.20837,5723,Kairouan,Kairouan Nord
5723,Non,Non,Non,Non,1.13129,5724,Kairouan,El Alâa
5724,Non,"Oui, une voiture personelle",Non,Non,1.13129,5725,Kairouan,EL Ouslatia
5725,Non,Non,Non,Non,1.28948,5726,Kairouan,Kairouan Sud
5726,Non,"Oui, une voiture personelle",Non,Non,1.28948,5727,Kairouan,Kairouan Sud
5727,Oui,Non,Non,Non,1.28948,5728,Kairouan,Kairouan Nord
5728,Non,Non,Non,Non,1.11356,5729,Kairouan,Hajeb el Ayoun
5729,Non,Non,Non,Non,1.12647,5730,Kairouan,Kairouan Nord
5730,Non,Non,Non,Non,1.28948,5731,Kairouan,El Alâa
5731,Non,Non,Non,Non,1.20837,5732,Kairouan,Kairouan Nord
5732,Non,Non,Non,Non,1.11356,5733,Kairouan,Bouhajla
5733,Non,Non,Non,Non,1.20837,5734,Kairouan,Kairouan Sud
5734,Non,Non,Non,Non,1.06089,5735,Kairouan,Hajeb el Ayoun
5735,NSP,Non,Non,Non,1.28948,5736,Kairouan,Sbikha
5736,Non,Non,Non,Non,1.12647,5737,Kairouan,Kairouan Sud
5737,Non,Non,Non,Non,1.11356,5738,Kairouan,Sbikha
5738,Non,"Oui, une voiture personelle",Non,Non,1.28948,5739,Kairouan,Kairouan Sud
5739,Oui,"Oui, une voiture personelle",Non,Oui,1.11356,5740,Kairouan,Kairouan Sud
5740,NSP,Non,Non,Non,1.13129,5741,Kairouan,Bouhajla
5741,Non,Non,Non,Non,1.44394,5742,Kairouan,Kairouan Nord
5742,Non,"Oui, une voiture personelle",Non,Non,1.11356,5743,Kairouan,Bouhajla
5743,Non,Non,Non,Non,1.28948,5744,Kairouan,Haffouz
5744,Non,Non,Non,Non,1.06089,5745,Kairouan,Bouhajla
5745,Non,Non,Non,Non,1.28948,5746,Kairouan,Kairouan Sud
5746,Non,"Oui, une voiture personelle",Non,Non,1.12647,5747,Kairouan,Kairouan Sud
5747,NSP,"Oui, une voiture personelle",Non,Non,1.06089,5748,Kairouan,Kairouan Sud
5748,Non,Non,Non,Non,1.13129,5749,Kairouan,Sbikha
5749,NSP,Non,Non,Non,1.13129,5750,Kairouan,Sbikha
5750,Non,Non,Non,Non,1.28948,5751,Kairouan,Echrarda
5751,Non,Non,Non,Non,1.11356,5752,Kairouan,El Alâa
5752,Non,Non,Non,Non,1.44394,5753,Kairouan,Bouhajla
5753,Non,Non,Non,Non,1.11356,5754,Kairouan,Haffouz
5754,Non,Non,Non,Non,1.12917,5755,Kairouan,Kairouan Sud
5755,Non,Non,Non,Non,1.06089,5756,Kairouan,Kairouan Nord
5756,Non,Non,Non,Non,1.28948,5757,Kairouan,Nasrallah
5757,Non,Non,Non,Non,1.06089,5758,Kairouan,Echrarda
5758,Non,Non,Non,Non,1.13129,5759,Kairouan,Nasrallah
5759,Non,Non,Non,Non,1.44394,5760,Kairouan,Kairouan Sud
5760,Non,Non,Non,Non,1.13129,5761,Kairouan,Bouhajla
5761,Non,Non,Non,Non,1.12647,5762,Kairouan,Kairouan Nord
5762,Non,"Oui, une voiture personelle",Non,Non,1.13129,5763,Kairouan,EL Ouslatia
5763,Non,Non,Non,Non,1.20837,5764,Kairouan,Kairouan Nord
5764,Non,Non,Non,Non,1.12647,5765,Kairouan,Kairouan Sud
5765,Non,Non,Non,Non,1.20837,5766,Kairouan,Sbikha
5766,Non,Non,Non,Non,1.28948,5767,Kairouan,Kairouan Nord
5767,Non,Non,Non,Non,1.13129,5768,Kairouan,El Alâa
5768,Non,"Oui, une voiture personelle",Non,Non,1.12647,5769,Kairouan,Kairouan Sud
5769,Non,Non,Non,Non,1.12647,5770,Kairouan,Kairouan Nord
5770,Non,Non,Non,Non,1.20837,5771,Kairouan,Echrarda
5771,Non,Non,Non,Non,1.44394,5772,Kairouan,Bouhajla
5772,Non,"Oui, une voiture personelle",Non,Non,1.28948,5773,Kairouan,Bouhajla
5773,Non,Non,Non,Non,1.20837,5774,Kairouan,Kairouan Nord
5774,NSP,"Oui, une voiture personelle",Non,Non,1.06089,5775,Kairouan,Kairouan Sud
5775,NSP,Non,Non,Non,1.13129,5776,Kairouan,Kairouan Sud
5776,Non,Non,Non,Non,1.44394,5777,Kairouan,Bouhajla
5777,Non,Non,Non,Non,1.44394,5778,Kairouan,Sbikha
5778,Non,Non,Non,Non,1.13129,5779,Kairouan,Sbikha
5779,Non,"Oui, une voiture personelle",Non,Non,1.11356,5780,Kairouan,Echrarda
5780,Non,Non,Non,Non,1.06089,5781,Kairouan,Nasrallah
5781,Non,Non,Non,Non,1.11356,5782,Kairouan,El Alâa
5782,Non,"Oui, une voiture personelle",Non,Non,1.13129,5783,Kairouan,Bouhajla
5783,Non,Non,Non,Non,1.12917,5784,Kairouan,Echebika
5784,Non,Non,Non,Non,1.28948,5785,Kairouan,Bouhajla
5785,Non,Non,Non,Non,1.13129,5786,Kairouan,Kairouan Nord
5786,Non,Non,Non,Non,1.28948,5787,Kairouan,Bouhajla
5787,Non,Non,Non,Non,1.12917,5788,Kairouan,Echebika
5788,Non,Non,Non,Non,1.11356,5789,Kairouan,Haffouz
5789,Non,"Oui, une voiture personelle",Non,Non,1.13129,5790,Kairouan,Sbikha
5790,Non,Non,Non,Non,1.28948,5791,Kairouan,Bouhajla
5791,Non,Non,Non,Non,1.20837,5792,Kairouan,Kairouan Sud
5792,Non,Non,Non,Non,1.12647,5793,Kairouan,Echrarda
5793,Non,Non,Non,Non,1.06089,5794,Kairouan,Nasrallah
5794,Non,Non,Non,Non,1.06089,5795,Kairouan,Kairouan Nord
5795,Oui,Non,Non,Non,1.13129,5796,Kairouan,Kairouan Nord
5796,Non,Non,Non,Non,1.28948,5797,Kairouan,Nasrallah
5797,Non,Non,Non,Non,1.11356,5798,Kairouan,Sbikha
5798,NSP,"Oui, une voiture personelle",Non,Non,1.13129,5799,Kairouan,Kairouan Sud
