agence,banque,lat,long,geometry,index_right,C_DELEG,OBJECTID,LABEL,C_SECT,LABEL_AR,municipalite,circonscription,gouvernorat,CODE_GOUV,Shape__Area,Shape__Length,delegation,Nearest_Biat,Distance_Km,CONCURRENT LE PLUS PROCHE,BIAT LA PLUS PROCHE
bt,bt,36.81626511,10.1033535,POINT (10.1033535 36.81626511),41,1452,294,DOUAR HICHER,145251,دوار هيشر,Douar Hicher,Manouba,Manouba,14,0.0001532758252835,0.0570227161241617,Douar Hicher,Agence Manouba,1.17,bh (0.88Km),Agence Manouba (0.4Km)
stb,stb,36.8244103,10.073222,POINT (10.073222 36.8244103),41,1452,294,DOUAR HICHER,145251,دوار هيشر,Douar Hicher,Manouba,Manouba,14,0.0001532758252835,0.0570227161241617,Douar Hicher,Agence Manouba,2.44,uib (0.15Km),Agence Manouba (2.4Km)
uib,uib,36.8232,10.0724,POINT (10.0724 36.8232),41,1452,294,DOUAR HICHER,145251,دوار هيشر,Douar Hicher,Manouba,Manouba,14,0.0001532758252835,0.0570227161241617,Douar Hicher,Agence Manouba,2.4,stb (0.15Km),Agence Manouba (2.44Km)
uib,uib,36.8256,10.0946,POINT (10.0946 36.8256),41,1452,294,DOUAR HICHER,145251,دوار هيشر,Douar Hicher,Manouba,Manouba,14,0.0001532758252835,0.0570227161241617,Douar Hicher,Agence Manouba,1.79,atb (0.18Km),Agence Manouba (1.8Km)
amen,amen,36.854896,9.936774,POINT (9.936774 36.854896),45,1456,318,DJEDAIDA,145651,الجديدة,Djedaida,Manouba,Manouba,14,0.0009812548565832,0.256058899116829,Djedeida,Agence Tebourba,8.94,zitouna (2.09Km),Agence Oued Ellil (8.72Km)
zitouna,zitouna,36.83645,9.941088,POINT (9.941088 36.83645),45,1456,318,DJEDAIDA,145651,الجديدة,Djedaida,Manouba,Manouba,14,0.0009812548565832,0.256058899116829,Djedeida,Agence Oued Ellil,8.72,amen (2.09Km),Agence Tebourba (8.94Km)
amen,amen,36.725843,9.186391,POINT (9.186391 36.725843),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.25,bfpme (0.12Km),Agence Beja (0.12Km)
atb,atb,36.7266485,9.184328899999969,POINT (9.184328899999969 36.7266485),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.35,amen (0.2Km),Agence Beja (0.25Km)
attijari,attijari,36.724525,9.185664999999972,POINT (9.185664999999972 36.724525),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.09,bfpme (0.05Km),Agence Beja (0.12Km)
bfpme,bfpme,36.7247738,9.1860738,POINT (9.1860738 36.7247738),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.12,attijari (0.05Km),Agence Beja (0.09Km)
bh,bh,36.7242265,9.1841281,POINT (9.1841281 36.7242265),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.16,bna (0.08Km),Agence Beja (0.1Km)
bna,bna,36.72441349155716,9.185033088438445,POINT (9.185033088438445 36.72441349155716),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.1,attijari (0.06Km),Agence Beja (0.09Km)
bt,bt,36.75649,9.18045,POINT (9.18045 36.75649),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,3.68,wifak (3.11Km),Agence Beja (1.65Km)
btk,btk,36.7227014,9.1823199,POINT (9.1823199 36.7227014),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.32,stb (0.11Km),Agence Beja (0.24Km)
stb,stb,36.7223886,9.183535000000006,POINT (9.183535000000006 36.7223886),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,0.24,btk (0.11Km),Agence Beja (0.32Km)
wifak,wifak,36.733286,9.19988,POINT (9.19988 36.733286),85,2151,587,BEJA,215151,باجة,Béja,Beja,Beja,21,5.83288095583612e-05,0.0343306085664998,Béja Nord,Agence Beja,1.65,bna (0.72Km),Agence Beja (1.03Km)
amen,amen,36.909549,10.041241,POINT (10.041241 36.909549),25,1255,193,SIDI THABET,125551,سيدي ثابت,Sidi Thabet,Ariana,Ariana,12,0.001360217645157,0.199104350639843,Sidi Thabet,Agence tunis city,7.26,attijari (1.07Km),Agence Oued Ellil (8.08Km)
attijari,attijari,36.904744,10.03086099999996,POINT (10.03086099999996 36.904744),25,1255,193,SIDI THABET,125551,سيدي ثابت,Sidi Thabet,Ariana,Ariana,12,0.001360217645157,0.199104350639843,Sidi Thabet,Agence Oued Ellil,8.08,amen (1.07Km),Agence tunis city (7.26Km)
amen,amen,36.466794,10.777405,POINT (10.777405 36.466794),50,1553,345,BENI KHIAR,155351,بني خيار,Beni Khiar,Nabeul_1,Nabeul,15,0.0034203185131218,0.410803129047778,Beni khiar,Agence Dar Chaabane El Fehri,2.43,attijari (0.04Km),Agence Dar Chaabane El Fehri (2.4Km)
atb,atb,36.4701048,10.78187739999998,POINT (10.78187739999998 36.4701048),50,1553,345,BENI KHIAR,155351,بني خيار,Beni Khiar,Nabeul_1,Nabeul,15,0.0034203185131218,0.410803129047778,Beni khiar,Agence Dar Chaabane El Fehri,2.95,bna (0.21Km),Agence Dar Chaabane El Fehri (2.75Km)
attijari,attijari,36.466439,10.77725399999997,POINT (10.77725399999997 36.466439),50,1553,345,BENI KHIAR,155351,بني خيار,Beni Khiar,Nabeul_1,Nabeul,15,0.0034203185131218,0.410803129047778,Beni khiar,Agence Dar Chaabane El Fehri,2.4,amen (0.04Km),Agence Dar Chaabane El Fehri (2.43Km)
bna,bna,36.46873128012279,10.78023915430515,POINT (10.78023915430515 36.46873128012279),50,1553,345,BENI KHIAR,155351,بني خيار,Beni Khiar,Nabeul_1,Nabeul,15,0.0034203185131218,0.410803129047778,Beni khiar,Agence Dar Chaabane El Fehri,2.75,atb (0.21Km),Agence Dar Chaabane El Fehri (2.95Km)
atb,atb,32.93231840000001,10.45076070000005,POINT (10.45076070000005 32.93231840000001),236,5351,1867,EN-NOZHA,535151,النزهة,Tataouine,Tataouine,Tataouine,53,7.36423028229183e-05,0.0475198311009653,Tataouine Nord,Agence Tataouine,0.16,bts (0.12Km),Agence Tataouine (0.23Km)
attijari,attijari,32.929562,10.45166700000004,POINT (10.45166700000004 32.929562),236,5351,1867,EN-NOZHA,535151,النزهة,Tataouine,Tataouine,Tataouine,53,7.36423028229183e-05,0.0475198311009653,Tataouine Nord,Agence Tataouine,0.25,zitouna (0.2Km),Agence Tataouine (0.06Km)
bfpme,bfpme,32.9468682,10.4551039,POINT (10.4551039 32.9468682),236,5351,1867,EN-NOZHA,535151,النزهة,Tataouine,Tataouine,Tataouine,53,7.36423028229183e-05,0.0475198311009653,Tataouine Nord,Agence Tataouine,1.81,uib (1.18Km),Agence Tataouine (0.64Km)
uib,uib,32.9367,10.4516,POINT (10.4516 32.9367),236,5351,1867,EN-NOZHA,535151,النزهة,Tataouine,Tataouine,Tataouine,53,7.36423028229183e-05,0.0475198311009653,Tataouine Nord,Agence Tataouine,0.64,bts (0.41Km),Agence Tataouine (0.23Km)
atb,atb,33.1383884,11.21974499999999,POINT (11.21974499999999 33.1383884),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.04,zitouna (0.02Km),Agence zarzis (42.06Km)
attijari,attijari,33.157098,10.59425399999998,POINT (10.59425399999998 33.157098),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence Medenine,20.95,bh (14.5Km),Agence Medenine (18.48Km)
attijari,attijari,33.138418,11.220731,POINT (11.220731 33.138418),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.06,stb (0.03Km),Agence zarzis (42.04Km)
bh,bh,33.1393683,11.2158898,POINT (11.2158898 33.1393683),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,41.85,bna (0.18Km),Agence zarzis (41.79Km)
bna,bna,33.14023409931352,11.21746537527054,POINT (11.21746537527054 33.14023409931352),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,41.79,bh (0.18Km),Agence zarzis (41.85Km)
bt,bt,33.1373809831478,11.2207124554764,POINT (11.2207124554764 33.1373809831478),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.17,attijari (0.12Km),Agence zarzis (42.06Km)
stb,stb,33.1385462,11.2203894,POINT (11.2203894 33.1385462),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.04,attijari (0.03Km),Agence zarzis (42.06Km)
wifak,wifak,33.13514,11.218393,POINT (11.218393 33.13514),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.36,bt (0.33Km),Agence zarzis (42.17Km)
zitouna,zitouna,33.138248,11.21986300000003,POINT (11.21986300000003 33.138248),230,5254,1804,BEN GUERDANE NORD,525451,بن قردان الشمالية,Ben Guerdane,Mednine,Mednine,52,0.0002758942835896,0.0990591283972988,Ben Guerdane,Agence zarzis,42.06,atb (0.02Km),Agence zarzis (42.04Km)
atb,atb,33.458059,9.026356,POINT (9.026356 33.458059),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,27.92,stb (0.24Km),Agence Kebili (28.01Km)
attijari,attijari,33.48179,9.00753,POINT (9.00753 33.48179),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,25.05,attijari (2.96Km),Agence Kebili (27.49Km)
attijari,attijari,33.462523,9.029473999999936,POINT (9.029473999999936 33.462523),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,27.49,atb (0.57Km),Agence Kebili (27.92Km)
bt,bt,33.531157,9.474208,POINT (9.474208 33.531157),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,50.28,attijari (41.94Km),Agence Kebili (27.49Km)
stb,stb,33.4569198,9.0241849,POINT (9.0241849 33.4569198),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,28.01,atb (0.24Km),Agence Kebili (27.92Km)
zitouna,zitouna,33.454488,9.022711,POINT (9.022711 33.454488),262,6354,2069,DOUZ EST,635451,دوز الشرقية,Douz,Kebeli,Kebeli,63,0.0001507747187474,0.0637225203929585,Douz Nord,Agence Kebili,28.26,stb (0.3Km),Agence Kebili (28.01Km)
atb,atb,36.1777427,9.12419049999994,POINT (9.12419049999994 36.1777427),119,2456,907,BOUROUIS NORD,245651,بورويس الشمالية,Bourouis,Siliana,Siliana,24,0.0006685747187304,0.112634221137041,Bourouis,Agence Siliana,24.85,bna (14.89Km),Agence Le Kef (31.14Km)
atb,atb,36.83791980000001,10.11149390000003,POINT (10.11149390000003 36.83791980000001),26,1256,198,CITE ETTADHAMEN,125651,حي التضامن,Ettadhamen,Ariana,Ariana,12,4.59283471627714e-05,0.0297820720367244,Cité Ettadhamen,Agence cité Ettadhamen,0.41,attijari (0.12Km),Agence cité Ettadhamen (0.52Km)
attijari,attijari,36.83766,10.11023299999999,POINT (10.11023299999999 36.83766),26,1256,198,CITE ETTADHAMEN,125651,حي التضامن,Ettadhamen,Ariana,Ariana,12,4.59283471627714e-05,0.0297820720367244,Cité Ettadhamen,Agence cité Ettadhamen,0.52,bts (0.05Km),Agence cité Ettadhamen (0.56Km)
bh,bh,36.837719,10.1146543,POINT (10.1146543 36.837719),26,1256,198,CITE ETTADHAMEN,125651,حي التضامن,Ettadhamen,Ariana,Ariana,12,4.59283471627714e-05,0.0297820720367244,Cité Ettadhamen,Agence cité Ettadhamen,0.24,zitouna (0.22Km),Agence cité Ettadhamen (0.02Km)
bts,bts,36.83723963619291,10.1099967956543,POINT (10.1099967956543 36.83723963619291),26,1256,198,CITE ETTADHAMEN,125651,حي التضامن,Ettadhamen,Ariana,Ariana,12,4.59283471627714e-05,0.0297820720367244,Cité Ettadhamen,Agence cité Ettadhamen,0.56,attijari (0.05Km),Agence cité Ettadhamen (0.52Km)
uib,uib,36.835,10.1171,POINT (10.1171 36.835),26,1256,198,CITE ETTADHAMEN,125651,حي التضامن,Ettadhamen,Ariana,Ariana,12,4.59283471627714e-05,0.0297820720367244,Cité Ettadhamen,Agence cité Ettadhamen,0.55,stb (0.09Km),Agence cité Ettadhamen (0.48Km)
atb,atb,36.761147,10.18651490000002,POINT (10.18651490000002 36.761147),15,1166,121,EL KABARIA (1),116651,الكبارية 1,Tunis,Tunis_1,Tunis,11,4.39408030104005e-05,0.02787304505336,El Kabaria,Agence El Ouardia Bellevue,1.47,uib (1.18Km),Agence El Ouardia Bellevue (0.31Km)
attijari,attijari,36.744937,10.20732899999996,POINT (10.20732899999996 36.744937),15,1166,121,EL KABARIA (1),116651,الكبارية 1,Tunis,Tunis_1,Tunis,11,4.39408030104005e-05,0.02787304505336,El Kabaria,Agence Ben Arous,1.7,atb (0.71Km),Agence El Mourouj 4 (2.12Km)
atb,atb,36.7987658,10.15586440000004,POINT (10.15586440000004 36.7987658),10,1161,85,CITE HELEL,116151,حي هلال,Tunis,Tunis_1,Tunis,11,3.13738473209924e-05,0.0297973681014537,Sijoumi,Agence Bab Bnet,0.83,ubci (0.41Km),Agence Bab Bnet (0.43Km)
atb,atb,33.8685869,10.06306889999996,POINT (10.06306889999996 33.8685869),218,5152,1705,ER-REMATHI,515251,الرماثي,Chenini Nahal,Gabes,Gabes,51,0.00726400669717,0.416227779027824,Gabes Ouest,Agence Gabès,4.17,stb (1.13Km),Agence Gabès (3.67Km)
stb,stb,33.878747,10.064235,POINT (10.064235 33.878747),218,5152,1705,ER-REMATHI,515251,الرماثي,Chenini Nahal,Gabes,Gabes,51,0.00726400669717,0.416227779027824,Gabes Ouest,Agence Gabès,3.67,atb (1.13Km),Agence Gabès (4.17Km)
atb,atb,33.8855163,9.795257300000005,POINT (9.795257300000005 33.8855163),223,5157,1737,SECTEUR NORD,515751,المنطقة الشمالية,El Hamma,Gabes,Gabes,51,0.0130918622773493,0.546402069405746,El Hamma,Agence Gabès,28.4,bna (0.02Km),Agence Gabès (28.42Km)
bna,bna,33.88568747163402,9.79509721081672,POINT (9.79509721081672 33.88568747163402),223,5157,1737,SECTEUR NORD,515751,المنطقة الشمالية,El Hamma,Gabes,Gabes,51,0.0130918622773493,0.546402069405746,El Hamma,Agence Gabès,28.42,atb (0.02Km),Agence Gabès (28.4Km)
uib,uib,33.884,9.79542,POINT (9.79542 33.884),223,5157,1737,SECTEUR NORD,515751,المنطقة الشمالية,El Hamma,Gabes,Gabes,51,0.0130918622773493,0.546402069405746,El Hamma,Agence Gabès,28.39,atb (0.17Km),Agence Gabès (28.4Km)
zitouna,zitouna,33.886028,9.795,POINT (9.795 33.886028),223,5157,1737,SECTEUR NORD,515751,المنطقة الشمالية,El Hamma,Gabes,Gabes,51,0.0130918622773493,0.546402069405746,El Hamma,Agence Gabès,28.42,bna (0.04Km),Agence Gabès (28.42Km)
atb,atb,34.3162428,8.398919500000034,POINT (8.398919500000034 34.3162428),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,37.66,bh (0.2Km),Agence Gafsa (37.51Km)
attijari,attijari,34.325824,8.409947999999986,POINT (8.409947999999986 34.325824),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,36.38,bna (1.24Km),Agence Gafsa (36.79Km)
bh,bh,34.3178131,8.4000644,POINT (8.4000644 34.3178131),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,37.51,atb (0.2Km),Agence Gafsa (37.66Km)
bna,bna,34.31470098656747,8.409482885803868,POINT (8.409482885803868 34.31470098656747),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,36.79,zitouna (0.76Km),Agence Gafsa (37.47Km)
stb,stb,34.333333,8.399999999999977,POINT (8.399999999999977 34.333333),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,37.04,attijari (1.24Km),Agence Gafsa (36.38Km)
uib,uib,34.3131,8.39732,POINT (8.39732 34.3131),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,37.91,atb (0.38Km),Agence Gafsa (37.66Km)
zitouna,zitouna,34.315604,8.401308,POINT (8.401308 34.315604),249,6157,1974,METLAOUI CENTRE,615751,المتلوي المركز,Metlaoui,Gafsa,Gafsa,61,0.0001169134937981,0.0496220909432418,Metlaoui,Agence Gafsa,37.47,atb (0.23Km),Agence Gafsa (37.66Km)
atb,atb,35.284694,10.385778,POINT (10.385778 35.284694),157,3354,1171,CHORBANE,335451,شربان,Chorbane,Mahdia,Mahdia,33,0.0061328792827168,0.479055379924972,Chorbane,Agence Souassi,16.32,bna (16.19Km),Agence Souassi (0.14Km)
atb,atb,35.8595208,9.202992999999992,POINT (9.202992999999992 35.8595208),120,2457,913,MAKTHAR NORD,245751,مكثر الشمالية,Makthar,Siliana,Siliana,24,0.0004671845360633,0.136926019547459,Makthar,Agence Siliana,29.32,bna (0.18Km),Agence Siliana (29.49Km)
bna,bna,35.85865059969561,9.201292444672276,POINT (9.201292444672276 35.85865059969561),120,2457,913,MAKTHAR NORD,245751,مكثر الشمالية,Makthar,Siliana,Siliana,24,0.0004671845360633,0.136926019547459,Makthar,Agence Siliana,29.49,atb (0.18Km),Agence Siliana (29.32Km)
atb,atb,33.9608299,9.996517899999958,POINT (9.996517899999958 33.9608299),221,5155,1723,EL METOUIA NORD,515551,المطويةالشمالية,El Metouia,Gabes,Gabes,51,0.0069257760679875,0.481539278748343,El Metouia,Agence Gabès,12.86,attijari (0.36Km),Agence Gabès (12.55Km)
attijari,attijari,33.960376,10.00043400000004,POINT (10.00043400000004 33.960376),221,5155,1723,EL METOUIA NORD,515551,المطويةالشمالية,El Metouia,Gabes,Gabes,51,0.0069257760679875,0.481539278748343,El Metouia,Agence Gabès,12.55,atb (0.36Km),Agence Gabès (12.86Km)
zitouna,zitouna,33.958356,10.004771,POINT (10.004771 33.958356),221,5155,1723,EL METOUIA NORD,515551,المطويةالشمالية,El Metouia,Gabes,Gabes,51,0.0069257760679875,0.481539278748343,El Metouia,Agence Gabès,12.1,attijari (0.46Km),Agence Gabès (12.55Km)
atb,atb,36.4593901,9.247026199999937,POINT (9.247026199999937 36.4593901),89,2155,640,TEBOURSOUK VILLE,215551,تبرسق المدينة,Teboursouk,Beja,Beja,21,0.0001196915585524,0.059374467890369,Teboursouk,Agence testour,20.64,bna (0.03Km),Agence testour (20.67Km)
bna,bna,36.45910471914616,9.24693579029315,POINT (9.24693579029315 36.45910471914616),89,2155,640,TEBOURSOUK VILLE,215551,تبرسق المدينة,Teboursouk,Beja,Beja,21,0.0001196915585524,0.059374467890369,Teboursouk,Agence testour,20.67,atb (0.03Km),Agence testour (20.64Km)
stb,stb,36.50723953095838,9.322360928198236,POINT (9.322360928198236 36.50723953095838),89,2155,640,TEBOURSOUK VILLE,215551,تبرسق المدينة,Teboursouk,Beja,Beja,21,0.0001196915585524,0.059374467890369,Teboursouk,Agence testour,12.23,atb (8.58Km),Agence testour (20.64Km)
attijari,attijari,36.613633,8.968233999999939,POINT (8.968233999999939 36.613633),102,2259,771,ASSILA,225951,عسيلة,Bou Salem,Jendouba,Jendouba,22,0.0022939438543687,0.311380313993866,Balta - Bou Aouane,Agence Bousalem,0.64,bh (0.55Km),Agence Bousalem (0.24Km)
attijari,attijari,33.877185,7.883506000000011,POINT (7.883506000000011 33.877185),257,6254,2032,CHAFAI ECH-CHERIF,625451,الشافعي الشريف,Nefta,Tozeur,Tozeur,62,0.0445046391292863,0.89670460954373,Nefta,Agence tozeur,23.77,uib (0.58Km),Agence tozeur (23.58Km)
uib,uib,33.8728,7.88688,POINT (7.88688 33.8728),257,6254,2032,CHAFAI ECH-CHERIF,625451,الشافعي الشريف,Nefta,Tozeur,Tozeur,62,0.0445046391292863,0.89670460954373,Nefta,Agence tozeur,23.58,attijari (0.58Km),Agence tozeur (23.77Km)
attijari,attijari,35.1606174,8.8267553,POINT (8.8267553 35.1606174),194,4253,1492,EZZOUHOUR EST(1),425351,الزهور الشرقي 1,Ezouhour,Kasserine,Kasserine,42,2.73666343559853e-05,0.022400888613925,Ezzouhour_kasserine,Agence Kasserine,1.5,attijari (0.81Km),Agence Kasserine (0.85Km)
stb,stb,35.166667,8.833333000000039,POINT (8.833333000000039 35.166667),194,4253,1492,EZZOUHOUR EST(1),425351,الزهور الشرقي 1,Ezouhour,Kasserine,Kasserine,42,2.73666343559853e-05,0.022400888613925,Ezzouhour_kasserine,Agence Kasserine,0.6,bna (0.1Km),Agence Kasserine (0.52Km)
attijari,attijari,35.110922,9.83344999999997,POINT (9.83344999999997 35.110922),216,4362,1691,OULED HAFFOUZ,436251,أولاد حفوز,Ouled Haffouz,Sidi Bouzid,Sidi Bouzid,43,0.002336607379334,0.243648421580105,Ouled Haffouz,Agence Regueb,28.14,bna (18.22Km),Agence Regueb (36.26Km)
attijari,attijari,34.383803,8.14996700000006,POINT (8.14996700000006 34.383803),248,6156,1969,REDEYEF CENTRE,615651,الرديف المركز,Redeyef,Gafsa,Gafsa,61,3.93470348853953e-05,0.0322143783009649,Redeyef,Agence tozeur,51.24,stb (0.12Km),Agence tozeur (51.18Km)
stb,stb,34.3832891,8.1511563,POINT (8.1511563 34.3832891),248,6156,1969,REDEYEF CENTRE,615651,الرديف المركز,Redeyef,Gafsa,Gafsa,61,3.93470348853953e-05,0.0322143783009649,Redeyef,Agence tozeur,51.18,attijari (0.12Km),Agence tozeur (51.24Km)
attijari,attijari,32.317059,10.40001899999993,POINT (10.40001899999993 32.317059),242,5357,1924,REMADA EST,535751,رمادة الشرقية,Remada,Tataouine,Tataouine,53,0.0813310824174494,1.22850137326769,Remada,Agence Tataouine,68.45,bna (68.06Km),Agence Tataouine (0.5Km)
